Major Categories	2nd-tier	3rd-tier	Example
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	serving food to racers (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	collecting clothing for disaster relief (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	donating clothing (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	distributing blankets at a homeless shelter (volunteer) sorting books (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	donating books (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	sorting clothing (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	assembling gift baskets (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	loading items into vehicle (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	donating toys (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	unloading items from vehicle (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	collecting toys (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	collecting school supplies (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	02 Collecting & delivering clothing & other goods	collecting used electronics (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	visiting shut-ins or the elderly (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	spending time with hospice patients (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	reading to the blind (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	walking dogs at animal shelter (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	acting as an interpreter (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	playing with children (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	visiting with others (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	chaperoning (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	03 Providing care	supervising children (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	being a Big Brother/Big Sister (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	counseling at a halfway house (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	tutoring (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading Boy Scout meeting (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	working a hotline for victim support svcs. (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching/leading Bible study (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	coaching teams (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching bat/bar mitzvah class (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	assisting in a classroom (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching/leading religious class (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading religious youth group (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching confirmation class (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching Sunday school (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching religious class (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching parenting classes (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading a blessing (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	doing vocational training (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching a cooking class (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading a tour (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading a choir (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	teaching a class (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading musical groups (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	leading story time at library (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	04 Teaching, leading, counseling, mentoring	providing a demo (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	99 Social service & care activities, n.e.c.*	sewing items to donate (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	99 Social service & care activities, n.e.c.*	knitting (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	99 Social service & care activities, n.e.c.*	making quilts for soldiers (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	99 Social service & care activities, n.e.c.*	making crafts (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	01 Building houses, wildlife sites, & other structures	building houses for Habitat for Humanity (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	01 Building houses, wildlife sites, & other structures	building playgrounds (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	01 Building houses, wildlife sites, & other structures	building a wildlife refuge area (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	cleaning parks/streets (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	doing environmental clean-up (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	picking up trash (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	repairing cars (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	renovating a house (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	maintaining hiking trails (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	repairing tools or equipment (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	planting trees (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	gardening (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	watering trees (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	weeding (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	clearing brush (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	planting flowers (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	landscaping (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	mowing the lawn (volunteer)
15 Volunteer Activities	03 Indoor & Outdoor Maintenance, Building, & Clean-up Activities	02 Indoor & outdoor maintenance, repair, & clean-up	painting (volunteer)
